2026-07-16 03:57:12 | Logging started: ./writer/Subject_independent_AAD/AVEDao/0.1s/result//Train0.1s_sub7.log
2026-07-16 03:59:06 | TestSub: S7 | Epoch  1/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6932 | Valid Loss 0.6939 | Train Acc 50.8286 | Valid Acc 49.2361
2026-07-16 04:00:44 | TestSub: S7 | Epoch  2/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6928 | Valid Loss 0.6933 | Train Acc 51.1271 | Valid Acc 50.3356
2026-07-16 04:02:22 | TestSub: S7 | Epoch  3/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6926 | Valid Loss 0.6939 | Train Acc 51.3034 | Valid Acc 49.7126
2026-07-16 04:03:59 | TestSub: S7 | Epoch  4/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6923 | Valid Loss 0.6935 | Train Acc 51.5445 | Valid Acc 50.3376
2026-07-16 04:05:38 | TestSub: S7 | Epoch  5/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6923 | Valid Loss 0.6935 | Train Acc 51.6197 | Valid Acc 49.9846
2026-07-16 04:07:16 | TestSub: S7 | Epoch  6/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6921 | Valid Loss 0.6939 | Train Acc 51.8087 | Valid Acc 49.8920
2026-07-16 04:08:55 | TestSub: S7 | Epoch  7/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6920 | Valid Loss 0.6933 | Train Acc 51.9848 | Valid Acc 50.3877
2026-07-16 04:10:34 | TestSub: S7 | Epoch  8/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6919 | Valid Loss 0.6935 | Train Acc 52.0093 | Valid Acc 50.2971
2026-07-16 04:12:13 | TestSub: S7 | Epoch  9/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6918 | Valid Loss 0.6935 | Train Acc 52.0650 | Valid Acc 50.0328
2026-07-16 04:13:52 | TestSub: S7 | Epoch 10/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6917 | Valid Loss 0.6934 | Train Acc 52.1955 | Valid Acc 50.1775
2026-07-16 04:15:30 | TestSub: S7 | Epoch 11/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6915 | Valid Loss 0.6934 | Train Acc 52.2940 | Valid Acc 50.5382
2026-07-16 04:17:09 | TestSub: S7 | Epoch 12/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6915 | Valid Loss 0.6936 | Train Acc 52.2604 | Valid Acc 50.4205
2026-07-16 04:18:47 | TestSub: S7 | Epoch 13/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6914 | Valid Loss 0.6934 | Train Acc 52.3587 | Valid Acc 50.3742
2026-07-16 04:20:25 | TestSub: S7 | Epoch 14/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6913 | Valid Loss 0.6934 | Train Acc 52.4228 | Valid Acc 50.4668
2026-07-16 04:22:02 | TestSub: S7 | Epoch 15/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6913 | Valid Loss 0.6938 | Train Acc 52.3890 | Valid Acc 50.1910
2026-07-16 04:23:40 | TestSub: S7 | Epoch 16/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6913 | Valid Loss 0.6937 | Train Acc 52.4295 | Valid Acc 50.1659
2026-07-16 04:25:18 | TestSub: S7 | Epoch 17/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6911 | Valid Loss 0.6939 | Train Acc 52.5396 | Valid Acc 50.2701
2026-07-16 04:26:56 | TestSub: S7 | Epoch 18/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6911 | Valid Loss 0.6939 | Train Acc 52.5488 | Valid Acc 50.0656
2026-07-16 04:28:34 | TestSub: S7 | Epoch 19/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6915 | Valid Loss 0.6945 | Train Acc 52.2107 | Valid Acc 49.8360
2026-07-16 04:30:12 | TestSub: S7 | Epoch 20/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6915 | Valid Loss 0.6941 | Train Acc 52.3114 | Valid Acc 50.1061
2026-07-16 04:31:50 | TestSub: S7 | Epoch 21/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6912 | Valid Loss 0.6935 | Train Acc 52.4577 | Valid Acc 50.4784
2026-07-16 04:33:27 | TestSub: S7 | Epoch 22/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6910 | Valid Loss 0.6935 | Train Acc 52.6090 | Valid Acc 50.5941
2026-07-16 04:35:05 | TestSub: S7 | Epoch 23/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6910 | Valid Loss 0.6932 | Train Acc 52.6281 | Valid Acc 50.7504
2026-07-16 04:36:43 | TestSub: S7 | Epoch 24/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6910 | Valid Loss 0.6935 | Train Acc 52.5484 | Valid Acc 50.5556
2026-07-16 04:38:21 | TestSub: S7 | Epoch 25/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6910 | Valid Loss 0.6938 | Train Acc 52.5567 | Valid Acc 50.4687
2026-07-16 04:39:59 | TestSub: S7 | Epoch 26/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6908 | Valid Loss 0.6939 | Train Acc 52.6639 | Valid Acc 50.4610
2026-07-16 04:41:37 | TestSub: S7 | Epoch 27/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6909 | Valid Loss 0.6935 | Train Acc 52.7024 | Valid Acc 50.5150
2026-07-16 04:43:15 | TestSub: S7 | Epoch 28/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6909 | Valid Loss 0.6934 | Train Acc 52.6984 | Valid Acc 50.4495
2026-07-16 04:44:53 | TestSub: S7 | Epoch 29/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6908 | Valid Loss 0.6938 | Train Acc 52.6547 | Valid Acc 50.4533
2026-07-16 04:46:32 | TestSub: S7 | Epoch 30/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6907 | Valid Loss 0.6938 | Train Acc 52.7755 | Valid Acc 50.6597
2026-07-16 04:48:10 | TestSub: S7 | Epoch 31/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6908 | Valid Loss 0.6938 | Train Acc 52.6515 | Valid Acc 50.4938
2026-07-16 04:49:48 | TestSub: S7 | Epoch 32/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6907 | Valid Loss 0.6935 | Train Acc 52.7618 | Valid Acc 50.5401
2026-07-16 04:51:26 | TestSub: S7 | Epoch 33/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6907 | Valid Loss 0.6938 | Train Acc 52.7899 | Valid Acc 50.2585
2026-07-16 04:53:04 | TestSub: S7 | Epoch 34/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6908 | Valid Loss 0.6936 | Train Acc 52.7552 | Valid Acc 50.3684
2026-07-16 04:54:41 | TestSub: S7 | Epoch 35/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6907 | Valid Loss 0.6935 | Train Acc 52.8850 | Valid Acc 50.4090
2026-07-16 04:56:19 | TestSub: S7 | Epoch 36/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6907 | Valid Loss 0.6936 | Train Acc 52.6812 | Valid Acc 50.4842
2026-07-16 04:57:57 | TestSub: S7 | Epoch 37/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6906 | Valid Loss 0.6937 | Train Acc 52.7526 | Valid Acc 50.3858
2026-07-16 04:59:35 | TestSub: S7 | Epoch 38/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6906 | Valid Loss 0.6937 | Train Acc 52.8634 | Valid Acc 50.8063
2026-07-16 05:01:12 | TestSub: S7 | Epoch 39/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6906 | Valid Loss 0.6937 | Train Acc 52.7588 | Valid Acc 50.7620
2026-07-16 05:02:50 | TestSub: S7 | Epoch 40/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6906 | Valid Loss 0.6937 | Train Acc 52.6988 | Valid Acc 50.5710
2026-07-16 05:04:27 | TestSub: S7 | Epoch 41/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6905 | Valid Loss 0.6939 | Train Acc 52.7877 | Valid Acc 50.4321
2026-07-16 05:06:05 | TestSub: S7 | Epoch 42/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6907 | Valid Loss 0.6937 | Train Acc 52.6870 | Valid Acc 50.4591
2026-07-16 05:07:43 | TestSub: S7 | Epoch 43/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6906 | Valid Loss 0.6938 | Train Acc 52.8171 | Valid Acc 50.4996
