2026-07-15 23:43:04 | Logging started: ./writer/Subject_independent_AAD/AVEDao/5.0s/result//Train5.0s_sub7.log
2026-07-15 23:43:17 | TestSub: S7 | Epoch  1/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6956 | Valid Loss 0.6958 | Train Acc 51.2382 | Valid Acc 48.1681
2026-07-15 23:43:22 | TestSub: S7 | Epoch  2/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6892 | Valid Loss 0.6923 | Train Acc 52.8774 | Valid Acc 52.2629
2026-07-15 23:43:26 | TestSub: S7 | Epoch  3/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6876 | Valid Loss 0.6935 | Train Acc 54.3042 | Valid Acc 50.6466
2026-07-15 23:43:31 | TestSub: S7 | Epoch  4/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6840 | Valid Loss 0.6951 | Train Acc 55.3892 | Valid Acc 50.3233
2026-07-15 23:43:35 | TestSub: S7 | Epoch  5/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6804 | Valid Loss 0.6947 | Train Acc 56.4623 | Valid Acc 51.7241
2026-07-15 23:43:40 | TestSub: S7 | Epoch  6/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6811 | Valid Loss 0.6922 | Train Acc 56.4269 | Valid Acc 51.6164
2026-07-15 23:43:44 | TestSub: S7 | Epoch  7/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6751 | Valid Loss 0.6945 | Train Acc 58.3019 | Valid Acc 50.3233
2026-07-15 23:43:49 | TestSub: S7 | Epoch  8/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6742 | Valid Loss 0.6993 | Train Acc 58.7854 | Valid Acc 48.7069
2026-07-15 23:43:53 | TestSub: S7 | Epoch  9/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6709 | Valid Loss 0.6929 | Train Acc 59.2099 | Valid Acc 52.4784
2026-07-15 23:43:58 | TestSub: S7 | Epoch 10/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6665 | Valid Loss 0.6931 | Train Acc 59.2453 | Valid Acc 51.7241
2026-07-15 23:44:03 | TestSub: S7 | Epoch 11/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6619 | Valid Loss 0.6967 | Train Acc 61.0613 | Valid Acc 50.4310
2026-07-15 23:44:07 | TestSub: S7 | Epoch 12/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6572 | Valid Loss 0.6944 | Train Acc 61.4387 | Valid Acc 52.2629
2026-07-15 23:44:12 | TestSub: S7 | Epoch 13/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6544 | Valid Loss 0.6914 | Train Acc 61.8632 | Valid Acc 51.4009
2026-07-15 23:44:16 | TestSub: S7 | Epoch 14/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6529 | Valid Loss 0.6900 | Train Acc 62.6415 | Valid Acc 52.5862
2026-07-15 23:44:21 | TestSub: S7 | Epoch 15/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6486 | Valid Loss 0.6927 | Train Acc 62.9717 | Valid Acc 52.8017
2026-07-15 23:44:25 | TestSub: S7 | Epoch 16/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6508 | Valid Loss 0.6918 | Train Acc 61.3325 | Valid Acc 53.9871
2026-07-15 23:44:30 | TestSub: S7 | Epoch 17/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6444 | Valid Loss 0.6922 | Train Acc 63.5259 | Valid Acc 53.4483
2026-07-15 23:44:35 | TestSub: S7 | Epoch 18/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6365 | Valid Loss 0.6889 | Train Acc 64.2807 | Valid Acc 55.0647
