2026-07-16 00:29:35 | Logging started: ./writer/Subject_independent_AAD/AVEDao/10.0s/result//Train10.0s_sub9.log
2026-07-16 00:29:49 | TestSub: S9 | Epoch  1/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6983 | Valid Loss 0.6833 | Train Acc 49.2067 | Valid Acc 55.5804
2026-07-16 00:29:55 | TestSub: S9 | Epoch  2/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6900 | Valid Loss 0.6818 | Train Acc 52.1875 | Valid Acc 56.0268
2026-07-16 00:29:59 | TestSub: S9 | Epoch  3/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6838 | Valid Loss 0.6834 | Train Acc 56.7548 | Valid Acc 56.6964
2026-07-16 00:30:03 | TestSub: S9 | Epoch  4/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6777 | Valid Loss 0.6990 | Train Acc 58.3894 | Valid Acc 47.7679
2026-07-16 00:30:07 | TestSub: S9 | Epoch  5/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6746 | Valid Loss 0.6848 | Train Acc 58.7260 | Valid Acc 55.8036
2026-07-16 00:30:12 | TestSub: S9 | Epoch  6/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6690 | Valid Loss 0.6878 | Train Acc 59.4231 | Valid Acc 56.9196
2026-07-16 00:30:16 | TestSub: S9 | Epoch  7/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6637 | Valid Loss 0.6851 | Train Acc 60.3125 | Valid Acc 54.4643
2026-07-16 00:30:20 | TestSub: S9 | Epoch  8/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6630 | Valid Loss 0.6902 | Train Acc 60.7212 | Valid Acc 55.3571
2026-07-16 00:30:24 | TestSub: S9 | Epoch  9/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6534 | Valid Loss 0.6950 | Train Acc 64.1827 | Valid Acc 56.2500
2026-07-16 00:30:28 | TestSub: S9 | Epoch 10/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6539 | Valid Loss 0.7118 | Train Acc 61.3221 | Valid Acc 44.6429
2026-07-16 00:30:33 | TestSub: S9 | Epoch 11/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6468 | Valid Loss 0.6954 | Train Acc 62.9808 | Valid Acc 55.8036
2026-07-16 00:30:40 | TestSub: S9 | Epoch 12/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6415 | Valid Loss 0.6981 | Train Acc 64.2067 | Valid Acc 54.9107
2026-07-16 00:30:44 | TestSub: S9 | Epoch 13/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6389 | Valid Loss 0.6987 | Train Acc 64.1346 | Valid Acc 52.9018
2026-07-16 00:30:50 | TestSub: S9 | Epoch 14/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6391 | Valid Loss 0.6998 | Train Acc 64.4471 | Valid Acc 54.6875
2026-07-16 00:30:54 | TestSub: S9 | Epoch 15/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6266 | Valid Loss 0.6970 | Train Acc 65.9135 | Valid Acc 55.3571
2026-07-16 00:30:59 | TestSub: S9 | Epoch 16/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6308 | Valid Loss 0.6969 | Train Acc 64.2548 | Valid Acc 52.4554
2026-07-16 00:31:06 | TestSub: S9 | Epoch 17/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6269 | Valid Loss 0.6915 | Train Acc 64.7837 | Valid Acc 57.5893
2026-07-16 00:31:10 | TestSub: S9 | Epoch 18/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6231 | Valid Loss 0.6893 | Train Acc 65.8894 | Valid Acc 54.9107
2026-07-16 00:31:15 | TestSub: S9 | Epoch 19/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6169 | Valid Loss 0.6995 | Train Acc 66.3462 | Valid Acc 54.4643
2026-07-16 00:31:19 | TestSub: S9 | Epoch 20/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6192 | Valid Loss 0.6969 | Train Acc 65.1442 | Valid Acc 54.4643
2026-07-16 00:31:23 | TestSub: S9 | Epoch 21/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6100 | Valid Loss 0.7063 | Train Acc 67.1875 | Valid Acc 51.1161
2026-07-16 00:31:28 | TestSub: S9 | Epoch 22/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6085 | Valid Loss 0.7199 | Train Acc 66.4663 | Valid Acc 54.4643
2026-07-16 00:31:33 | TestSub: S9 | Epoch 23/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6023 | Valid Loss 0.7044 | Train Acc 67.3798 | Valid Acc 56.2500
2026-07-16 00:31:37 | TestSub: S9 | Epoch 24/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6062 | Valid Loss 0.7101 | Train Acc 66.8269 | Valid Acc 50.0000
2026-07-16 00:31:41 | TestSub: S9 | Epoch 25/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6059 | Valid Loss 0.7001 | Train Acc 67.2596 | Valid Acc 55.8036
2026-07-16 00:31:46 | TestSub: S9 | Epoch 26/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6029 | Valid Loss 0.6993 | Train Acc 66.9712 | Valid Acc 56.0268
2026-07-16 00:31:59 | TestSub: S9 | Epoch 27/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6018 | Valid Loss 0.7029 | Train Acc 66.9952 | Valid Acc 52.9018
2026-07-16 00:32:03 | TestSub: S9 | Epoch 28/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.5955 | Valid Loss 0.7152 | Train Acc 68.4135 | Valid Acc 56.9196
2026-07-16 00:32:08 | TestSub: S9 | Epoch 29/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.5885 | Valid Loss 0.6998 | Train Acc 69.1827 | Valid Acc 55.8036
2026-07-16 00:32:16 | TestSub: S9 | Epoch 30/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.5826 | Valid Loss 0.7078 | Train Acc 69.2308 | Valid Acc 50.6696
2026-07-16 00:32:30 | TestSub: S9 | Epoch 31/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.5806 | Valid Loss 0.7121 | Train Acc 69.4231 | Valid Acc 50.4464
2026-07-16 00:32:35 | TestSub: S9 | Epoch 32/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.5809 | Valid Loss 0.6931 | Train Acc 70.3125 | Valid Acc 58.7054
2026-07-16 00:32:40 | TestSub: S9 | Epoch 33/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.5806 | Valid Loss 0.7036 | Train Acc 69.8317 | Valid Acc 53.7946
2026-07-16 00:32:45 | TestSub: S9 | Epoch 34/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.5822 | Valid Loss 0.6981 | Train Acc 69.0144 | Valid Acc 58.2589
2026-07-16 00:32:50 | TestSub: S9 | Epoch 35/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.5761 | Valid Loss 0.7233 | Train Acc 68.8462 | Valid Acc 56.0268
2026-07-16 00:32:54 | TestSub: S9 | Epoch 36/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.5704 | Valid Loss 0.7068 | Train Acc 70.2404 | Valid Acc 52.0089
2026-07-16 00:32:59 | TestSub: S9 | Epoch 37/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.5706 | Valid Loss 0.7120 | Train Acc 71.2500 | Valid Acc 48.8839
2026-07-16 00:33:03 | TestSub: S9 | Epoch 38/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.5711 | Valid Loss 0.7132 | Train Acc 70.3606 | Valid Acc 49.1071
2026-07-16 00:33:12 | TestSub: S9 | Epoch 39/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.5624 | Valid Loss 0.6999 | Train Acc 70.7452 | Valid Acc 54.4643
2026-07-16 00:33:17 | TestSub: S9 | Epoch 40/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.5628 | Valid Loss 0.6961 | Train Acc 70.7692 | Valid Acc 54.6875
2026-07-16 00:33:21 | TestSub: S9 | Epoch 41/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.5665 | Valid Loss 0.6982 | Train Acc 70.1923 | Valid Acc 58.9286
2026-07-16 00:33:25 | TestSub: S9 | Epoch 42/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.5709 | Valid Loss 0.7051 | Train Acc 70.7692 | Valid Acc 56.6964
2026-07-16 00:33:29 | TestSub: S9 | Epoch 43/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.5592 | Valid Loss 0.7016 | Train Acc 71.6587 | Valid Acc 56.6964
2026-07-16 00:33:34 | TestSub: S9 | Epoch 44/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.5539 | Valid Loss 0.7250 | Train Acc 71.6827 | Valid Acc 51.1161
2026-07-16 00:33:38 | TestSub: S9 | Epoch 45/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.5584 | Valid Loss 0.7082 | Train Acc 70.8413 | Valid Acc 56.4732
2026-07-16 00:33:42 | TestSub: S9 | Epoch 46/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.5571 | Valid Loss 0.7509 | Train Acc 71.0337 | Valid Acc 45.9821
2026-07-16 00:33:46 | TestSub: S9 | Epoch 47/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.5532 | Valid Loss 0.7217 | Train Acc 72.2596 | Valid Acc 58.4821
2026-07-16 00:33:51 | TestSub: S9 | Epoch 48/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.5495 | Valid Loss 0.7089 | Train Acc 72.3558 | Valid Acc 57.3661
2026-07-16 00:33:55 | TestSub: S9 | Epoch 49/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.5450 | Valid Loss 0.7239 | Train Acc 72.5481 | Valid Acc 51.5625
2026-07-16 00:33:59 | TestSub: S9 | Epoch 50/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.5549 | Valid Loss 0.7473 | Train Acc 71.3221 | Valid Acc 48.4375
2026-07-16 00:34:03 | TestSub: S9 | Epoch 51/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.5444 | Valid Loss 0.7120 | Train Acc 72.2356 | Valid Acc 58.4821
2026-07-16 00:34:08 | TestSub: S9 | Epoch 52/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.5444 | Valid Loss 0.7056 | Train Acc 72.0433 | Valid Acc 57.5893
2026-07-16 00:34:21 | TestSub: S9 | Epoch 53/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.5525 | Valid Loss 0.7111 | Train Acc 71.4423 | Valid Acc 56.0268
2026-07-16 00:34:26 | TestSub: S9 | Epoch 54/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.5466 | Valid Loss 0.7167 | Train Acc 71.6827 | Valid Acc 52.6786
2026-07-16 00:34:30 | TestSub: S9 | Epoch 55/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.5424 | Valid Loss 0.7213 | Train Acc 72.0673 | Valid Acc 52.2321
