2026-07-16 09:48:07 | Logging started: ./writer/Subject_independent_AAD/DTU/0.1s/result//Train0.1s_sub16.log
2026-07-16 09:50:53 | TestSub: S16 | Epoch  1/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6739 | Valid Loss 0.7023 | Train Acc 57.4414 | Valid Acc 49.9342
2026-07-16 09:52:53 | TestSub: S16 | Epoch  2/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6609 | Valid Loss 0.7082 | Train Acc 59.8324 | Valid Acc 50.1222
2026-07-16 09:54:47 | TestSub: S16 | Epoch  3/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6553 | Valid Loss 0.7035 | Train Acc 60.5209 | Valid Acc 50.0282
2026-07-16 09:56:41 | TestSub: S16 | Epoch  4/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6531 | Valid Loss 0.7097 | Train Acc 60.8580 | Valid Acc 49.5769
2026-07-16 09:58:36 | TestSub: S16 | Epoch  5/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6512 | Valid Loss 0.7084 | Train Acc 61.0683 | Valid Acc 49.2258
2026-07-16 10:00:30 | TestSub: S16 | Epoch  6/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6494 | Valid Loss 0.7050 | Train Acc 61.1847 | Valid Acc 49.6928
2026-07-16 10:02:26 | TestSub: S16 | Epoch  7/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6473 | Valid Loss 0.7022 | Train Acc 61.3108 | Valid Acc 49.9467
2026-07-16 10:04:31 | TestSub: S16 | Epoch  8/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6431 | Valid Loss 0.7027 | Train Acc 61.8155 | Valid Acc 49.7555
2026-07-16 10:06:26 | TestSub: S16 | Epoch  9/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6402 | Valid Loss 0.6985 | Train Acc 62.0560 | Valid Acc 51.2193
2026-07-16 10:08:23 | TestSub: S16 | Epoch 10/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6374 | Valid Loss 0.6980 | Train Acc 62.3974 | Valid Acc 51.0469
2026-07-16 10:10:18 | TestSub: S16 | Epoch 11/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6348 | Valid Loss 0.7008 | Train Acc 62.6622 | Valid Acc 50.3166
2026-07-16 10:12:13 | TestSub: S16 | Epoch 12/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6328 | Valid Loss 0.7002 | Train Acc 62.9038 | Valid Acc 50.8494
2026-07-16 10:14:08 | TestSub: S16 | Epoch 13/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6317 | Valid Loss 0.6990 | Train Acc 63.1083 | Valid Acc 50.6488
2026-07-16 10:16:06 | TestSub: S16 | Epoch 14/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6304 | Valid Loss 0.7015 | Train Acc 63.2654 | Valid Acc 50.5078
2026-07-16 10:18:01 | TestSub: S16 | Epoch 15/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6287 | Valid Loss 0.7025 | Train Acc 63.4511 | Valid Acc 50.6269
2026-07-16 10:19:55 | TestSub: S16 | Epoch 16/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6276 | Valid Loss 0.7042 | Train Acc 63.5619 | Valid Acc 50.8651
2026-07-16 10:21:53 | TestSub: S16 | Epoch 17/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6265 | Valid Loss 0.7021 | Train Acc 63.7393 | Valid Acc 51.2976
2026-07-16 10:23:47 | TestSub: S16 | Epoch 18/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6259 | Valid Loss 0.7003 | Train Acc 63.8930 | Valid Acc 51.0281
2026-07-16 10:25:42 | TestSub: S16 | Epoch 19/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6255 | Valid Loss 0.6967 | Train Acc 63.9045 | Valid Acc 51.3979
