2026-07-17 08:33:18 | Logging started: ./writer/Subject_independent_AAD/DTU/0.1s/result//Train0.1s_sub12.log
2026-07-17 08:36:05 | TestSub: S12 | Epoch  1/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6748 | Valid Loss 0.6948 | Train Acc 57.1915 | Valid Acc 53.8208
2026-07-17 08:38:26 | TestSub: S12 | Epoch  2/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6641 | Valid Loss 0.6961 | Train Acc 59.1304 | Valid Acc 54.8646
2026-07-17 08:40:36 | TestSub: S12 | Epoch  3/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6580 | Valid Loss 0.6947 | Train Acc 60.0742 | Valid Acc 54.7988
2026-07-17 08:42:46 | TestSub: S12 | Epoch  4/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6548 | Valid Loss 0.6954 | Train Acc 60.5530 | Valid Acc 55.9366
2026-07-17 08:44:53 | TestSub: S12 | Epoch  5/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6527 | Valid Loss 0.6971 | Train Acc 60.7518 | Valid Acc 54.9555
2026-07-17 08:46:54 | TestSub: S12 | Epoch  6/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6496 | Valid Loss 0.7071 | Train Acc 61.1394 | Valid Acc 55.5510
2026-07-17 08:48:54 | TestSub: S12 | Epoch  7/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6483 | Valid Loss 0.7024 | Train Acc 61.1352 | Valid Acc 55.3379
2026-07-17 08:50:54 | TestSub: S12 | Epoch  8/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6475 | Valid Loss 0.6966 | Train Acc 61.0706 | Valid Acc 55.8080
2026-07-17 08:52:55 | TestSub: S12 | Epoch  9/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6453 | Valid Loss 0.6949 | Train Acc 61.4147 | Valid Acc 56.0369
2026-07-17 08:54:56 | TestSub: S12 | Epoch 10/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6438 | Valid Loss 0.6932 | Train Acc 61.4138 | Valid Acc 55.5197
2026-07-17 08:56:56 | TestSub: S12 | Epoch 11/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6426 | Valid Loss 0.6961 | Train Acc 61.5238 | Valid Acc 55.5040
2026-07-17 08:58:56 | TestSub: S12 | Epoch 12/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6412 | Valid Loss 0.6977 | Train Acc 61.6342 | Valid Acc 55.6827
2026-07-17 09:00:56 | TestSub: S12 | Epoch 13/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6402 | Valid Loss 0.7006 | Train Acc 61.8021 | Valid Acc 55.0589
2026-07-17 09:02:57 | TestSub: S12 | Epoch 14/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6396 | Valid Loss 0.7019 | Train Acc 61.7711 | Valid Acc 54.6922
2026-07-17 09:04:57 | TestSub: S12 | Epoch 15/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6386 | Valid Loss 0.7020 | Train Acc 61.8200 | Valid Acc 55.1843
2026-07-17 09:06:57 | TestSub: S12 | Epoch 16/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6380 | Valid Loss 0.7032 | Train Acc 61.8810 | Valid Acc 54.7141
2026-07-17 09:08:57 | TestSub: S12 | Epoch 17/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6373 | Valid Loss 0.7031 | Train Acc 62.0813 | Valid Acc 55.3410
