2026-07-17 05:12:30 | Logging started: ./writer/Subject_independent_AAD/DTU/0.1s/result//Train0.1s_sub10.log
2026-07-17 05:15:07 | TestSub: S10 | Epoch  1/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6723 | Valid Loss 0.7115 | Train Acc 57.7885 | Valid Acc 48.0097
2026-07-17 05:17:03 | TestSub: S10 | Epoch  2/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6615 | Valid Loss 0.7127 | Train Acc 59.7178 | Valid Acc 48.2823
2026-07-17 05:19:00 | TestSub: S10 | Epoch  3/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6557 | Valid Loss 0.7107 | Train Acc 60.3985 | Valid Acc 49.5925
2026-07-17 05:20:59 | TestSub: S10 | Epoch  4/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6518 | Valid Loss 0.7139 | Train Acc 60.8110 | Valid Acc 48.7650
2026-07-17 05:22:58 | TestSub: S10 | Epoch  5/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6499 | Valid Loss 0.7142 | Train Acc 61.0472 | Valid Acc 48.7212
2026-07-17 05:24:56 | TestSub: S10 | Epoch  6/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6480 | Valid Loss 0.7111 | Train Acc 61.3360 | Valid Acc 49.4922
2026-07-17 05:26:54 | TestSub: S10 | Epoch  7/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6459 | Valid Loss 0.7197 | Train Acc 61.5310 | Valid Acc 48.2071
2026-07-17 05:28:51 | TestSub: S10 | Epoch  8/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6448 | Valid Loss 0.7191 | Train Acc 61.6532 | Valid Acc 48.2259
2026-07-17 05:30:47 | TestSub: S10 | Epoch  9/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6443 | Valid Loss 0.7183 | Train Acc 61.7111 | Valid Acc 47.9470
2026-07-17 05:32:44 | TestSub: S10 | Epoch 10/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6435 | Valid Loss 0.7226 | Train Acc 61.7450 | Valid Acc 47.4235
2026-07-17 05:34:41 | TestSub: S10 | Epoch 11/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6420 | Valid Loss 0.7156 | Train Acc 61.9208 | Valid Acc 48.4704
2026-07-17 05:36:40 | TestSub: S10 | Epoch 12/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6417 | Valid Loss 0.7162 | Train Acc 61.9486 | Valid Acc 48.6804
2026-07-17 05:38:38 | TestSub: S10 | Epoch 13/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6410 | Valid Loss 0.7174 | Train Acc 61.9646 | Valid Acc 48.8591
2026-07-17 05:40:37 | TestSub: S10 | Epoch 14/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6399 | Valid Loss 0.7206 | Train Acc 62.1355 | Valid Acc 48.0629
2026-07-17 05:42:34 | TestSub: S10 | Epoch 15/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6388 | Valid Loss 0.7204 | Train Acc 62.1633 | Valid Acc 47.3577
2026-07-17 05:44:30 | TestSub: S10 | Epoch 16/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6383 | Valid Loss 0.7184 | Train Acc 62.2870 | Valid Acc 48.7118
2026-07-17 05:46:28 | TestSub: S10 | Epoch 17/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6372 | Valid Loss 0.7165 | Train Acc 62.2844 | Valid Acc 49.3480
2026-07-17 05:48:25 | TestSub: S10 | Epoch 18/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6363 | Valid Loss 0.7243 | Train Acc 62.4138 | Valid Acc 48.2416
2026-07-17 05:50:23 | TestSub: S10 | Epoch 19/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6353 | Valid Loss 0.7214 | Train Acc 62.5136 | Valid Acc 48.7682
2026-07-17 05:52:20 | TestSub: S10 | Epoch 20/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6349 | Valid Loss 0.7217 | Train Acc 62.5649 | Valid Acc 48.3200
2026-07-17 05:54:18 | TestSub: S10 | Epoch 21/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6348 | Valid Loss 0.7192 | Train Acc 62.6181 | Valid Acc 49.2007
2026-07-17 05:56:15 | TestSub: S10 | Epoch 22/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6342 | Valid Loss 0.7179 | Train Acc 62.5529 | Valid Acc 49.0754
