2026-07-16 00:32:26 | Logging started: ./writer/Subject_independent_AAD/AVEDao/1.0s/result//Train1.0s_sub9.log
2026-07-16 00:32:46 | TestSub: S9 | Epoch  1/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6943 | Valid Loss 0.6926 | Train Acc 50.6167 | Valid Acc 51.0348
2026-07-16 00:32:56 | TestSub: S9 | Epoch  2/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6920 | Valid Loss 0.6923 | Train Acc 52.0291 | Valid Acc 51.4901
2026-07-16 00:33:06 | TestSub: S9 | Epoch  3/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6907 | Valid Loss 0.6963 | Train Acc 52.9003 | Valid Acc 46.1714
2026-07-16 00:33:17 | TestSub: S9 | Epoch  4/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6885 | Valid Loss 0.6950 | Train Acc 54.1705 | Valid Acc 51.5522
2026-07-16 00:33:28 | TestSub: S9 | Epoch  5/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6860 | Valid Loss 0.6932 | Train Acc 55.0280 | Valid Acc 51.0969
2026-07-16 00:33:39 | TestSub: S9 | Epoch  6/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6832 | Valid Loss 0.6916 | Train Acc 55.7846 | Valid Acc 52.1730
2026-07-16 00:33:49 | TestSub: S9 | Epoch  7/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6813 | Valid Loss 0.6920 | Train Acc 56.3807 | Valid Acc 52.2558
2026-07-16 00:33:59 | TestSub: S9 | Epoch  8/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6792 | Valid Loss 0.6937 | Train Acc 56.6581 | Valid Acc 52.4834
2026-07-16 00:34:09 | TestSub: S9 | Epoch  9/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6770 | Valid Loss 0.6932 | Train Acc 57.3528 | Valid Acc 51.6349
2026-07-16 00:34:19 | TestSub: S9 | Epoch 10/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6754 | Valid Loss 0.6929 | Train Acc 57.7678 | Valid Acc 52.9801
2026-07-16 00:34:29 | TestSub: S9 | Epoch 11/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6755 | Valid Loss 0.6933 | Train Acc 57.6967 | Valid Acc 51.6142
2026-07-16 00:34:40 | TestSub: S9 | Epoch 12/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6743 | Valid Loss 0.6975 | Train Acc 58.0498 | Valid Acc 50.5795
2026-07-16 00:34:50 | TestSub: S9 | Epoch 13/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6718 | Valid Loss 0.6922 | Train Acc 58.5680 | Valid Acc 53.1043
2026-07-16 00:35:00 | TestSub: S9 | Epoch 14/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6727 | Valid Loss 0.6988 | Train Acc 58.2516 | Valid Acc 50.3311
2026-07-16 00:35:10 | TestSub: S9 | Epoch 15/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6722 | Valid Loss 0.6945 | Train Acc 58.0979 | Valid Acc 53.9528
2026-07-16 00:35:20 | TestSub: S9 | Epoch 16/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6717 | Valid Loss 0.6996 | Train Acc 58.6023 | Valid Acc 49.9379
2026-07-16 00:35:30 | TestSub: S9 | Epoch 17/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6685 | Valid Loss 0.6950 | Train Acc 58.7995 | Valid Acc 51.3452
