2026-07-16 00:36:38 | Logging started: ./writer/Subject_independent_AAD/AVEDav/10.0s/result//Train10.0s_sub6.log
2026-07-16 00:36:51 | TestSub: S6 | Epoch  1/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.7004 | Valid Loss 0.6923 | Train Acc 48.5337 | Valid Acc 52.9018
2026-07-16 00:36:55 | TestSub: S6 | Epoch  2/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6906 | Valid Loss 0.6916 | Train Acc 52.1875 | Valid Acc 47.9911
2026-07-16 00:36:59 | TestSub: S6 | Epoch  3/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6828 | Valid Loss 0.6902 | Train Acc 54.8317 | Valid Acc 49.7768
2026-07-16 00:37:04 | TestSub: S6 | Epoch  4/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6766 | Valid Loss 0.6880 | Train Acc 56.9471 | Valid Acc 53.1250
2026-07-16 00:37:08 | TestSub: S6 | Epoch  5/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6726 | Valid Loss 0.6859 | Train Acc 57.9327 | Valid Acc 54.0179
2026-07-16 00:37:13 | TestSub: S6 | Epoch  6/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6747 | Valid Loss 0.6867 | Train Acc 57.8846 | Valid Acc 53.7946
2026-07-16 00:37:17 | TestSub: S6 | Epoch  7/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6648 | Valid Loss 0.6868 | Train Acc 60.0721 | Valid Acc 53.1250
2026-07-16 00:37:21 | TestSub: S6 | Epoch  8/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6642 | Valid Loss 0.6845 | Train Acc 60.3846 | Valid Acc 55.1339
2026-07-16 00:37:25 | TestSub: S6 | Epoch  9/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6575 | Valid Loss 0.6897 | Train Acc 61.0337 | Valid Acc 52.9018
2026-07-16 00:37:29 | TestSub: S6 | Epoch 10/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6516 | Valid Loss 0.6897 | Train Acc 62.0433 | Valid Acc 49.1071
2026-07-16 00:37:33 | TestSub: S6 | Epoch 11/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6499 | Valid Loss 0.6893 | Train Acc 61.2260 | Valid Acc 53.3482
2026-07-16 00:37:37 | TestSub: S6 | Epoch 12/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6435 | Valid Loss 0.6903 | Train Acc 62.7885 | Valid Acc 52.0089
