2026-07-16 02:34:19 | Logging started: ./writer/Subject_independent_AAD/AVEDav/5.0s/result//Train5.0s_sub2.log
2026-07-16 02:34:32 | TestSub: S2 | Epoch  1/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6953 | Valid Loss 0.6989 | Train Acc 50.2241 | Valid Acc 46.3362
2026-07-16 02:34:37 | TestSub: S2 | Epoch  2/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6921 | Valid Loss 0.6958 | Train Acc 52.2170 | Valid Acc 47.5216
2026-07-16 02:34:42 | TestSub: S2 | Epoch  3/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6899 | Valid Loss 0.6996 | Train Acc 53.0307 | Valid Acc 45.0431
2026-07-16 02:34:46 | TestSub: S2 | Epoch  4/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6863 | Valid Loss 0.7046 | Train Acc 54.8467 | Valid Acc 45.5819
2026-07-16 02:34:51 | TestSub: S2 | Epoch  5/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6829 | Valid Loss 0.7019 | Train Acc 56.8750 | Valid Acc 44.8276
2026-07-16 02:34:55 | TestSub: S2 | Epoch  6/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6811 | Valid Loss 0.6963 | Train Acc 56.6392 | Valid Acc 52.0474
2026-07-16 02:35:00 | TestSub: S2 | Epoch  7/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6765 | Valid Loss 0.6962 | Train Acc 56.9222 | Valid Acc 49.0302
2026-07-16 02:35:05 | TestSub: S2 | Epoch  8/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6715 | Valid Loss 0.6920 | Train Acc 59.2807 | Valid Acc 53.4483
2026-07-16 02:35:10 | TestSub: S2 | Epoch  9/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6693 | Valid Loss 0.6921 | Train Acc 59.0566 | Valid Acc 53.0172
2026-07-16 02:35:14 | TestSub: S2 | Epoch 10/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6643 | Valid Loss 0.7008 | Train Acc 60.0708 | Valid Acc 49.5690
2026-07-16 02:35:19 | TestSub: S2 | Epoch 11/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6605 | Valid Loss 0.6983 | Train Acc 60.8019 | Valid Acc 52.9095
2026-07-16 02:35:23 | TestSub: S2 | Epoch 12/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6579 | Valid Loss 0.6923 | Train Acc 60.5189 | Valid Acc 53.4483
2026-07-16 02:35:28 | TestSub: S2 | Epoch 13/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6588 | Valid Loss 0.6943 | Train Acc 60.2948 | Valid Acc 53.1250
2026-07-16 02:35:32 | TestSub: S2 | Epoch 14/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6485 | Valid Loss 0.7012 | Train Acc 62.4057 | Valid Acc 52.4784
2026-07-16 02:35:37 | TestSub: S2 | Epoch 15/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6464 | Valid Loss 0.6919 | Train Acc 61.6509 | Valid Acc 54.4181
2026-07-16 02:35:42 | TestSub: S2 | Epoch 16/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6412 | Valid Loss 0.7003 | Train Acc 62.8302 | Valid Acc 53.7716
2026-07-16 02:35:46 | TestSub: S2 | Epoch 17/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6415 | Valid Loss 0.7087 | Train Acc 62.8420 | Valid Acc 53.0172
2026-07-16 02:35:51 | TestSub: S2 | Epoch 18/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6427 | Valid Loss 0.7014 | Train Acc 63.0307 | Valid Acc 51.9397
2026-07-16 02:35:55 | TestSub: S2 | Epoch 19/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6352 | Valid Loss 0.7080 | Train Acc 63.1014 | Valid Acc 52.0474
2026-07-16 02:36:00 | TestSub: S2 | Epoch 20/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6292 | Valid Loss 0.7178 | Train Acc 64.1392 | Valid Acc 50.0000
2026-07-16 02:36:04 | TestSub: S2 | Epoch 21/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6385 | Valid Loss 0.7051 | Train Acc 62.4882 | Valid Acc 53.9871
2026-07-16 02:36:09 | TestSub: S2 | Epoch 22/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6343 | Valid Loss 0.7105 | Train Acc 63.5142 | Valid Acc 54.9569
2026-07-16 02:36:14 | TestSub: S2 | Epoch 23/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6280 | Valid Loss 0.7057 | Train Acc 64.2217 | Valid Acc 51.9397
2026-07-16 02:36:19 | TestSub: S2 | Epoch 24/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6268 | Valid Loss 0.6988 | Train Acc 64.5755 | Valid Acc 54.2026
2026-07-16 02:36:24 | TestSub: S2 | Epoch 25/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6220 | Valid Loss 0.7080 | Train Acc 64.8231 | Valid Acc 54.0948
2026-07-16 02:36:28 | TestSub: S2 | Epoch 26/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6248 | Valid Loss 0.7169 | Train Acc 64.2453 | Valid Acc 52.8017
2026-07-16 02:36:33 | TestSub: S2 | Epoch 27/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6252 | Valid Loss 0.7158 | Train Acc 64.7406 | Valid Acc 53.6638
2026-07-16 02:36:38 | TestSub: S2 | Epoch 28/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6193 | Valid Loss 0.7155 | Train Acc 65.1415 | Valid Acc 52.3707
2026-07-16 02:36:42 | TestSub: S2 | Epoch 29/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6163 | Valid Loss 0.7270 | Train Acc 66.0142 | Valid Acc 51.7241
2026-07-16 02:36:47 | TestSub: S2 | Epoch 30/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6206 | Valid Loss 0.7150 | Train Acc 64.7759 | Valid Acc 50.7543
2026-07-16 02:36:51 | TestSub: S2 | Epoch 31/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6108 | Valid Loss 0.7122 | Train Acc 65.9434 | Valid Acc 51.5086
2026-07-16 02:36:56 | TestSub: S2 | Epoch 32/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6105 | Valid Loss 0.7108 | Train Acc 66.2146 | Valid Acc 51.7241
2026-07-16 02:37:01 | TestSub: S2 | Epoch 33/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6130 | Valid Loss 0.7267 | Train Acc 65.5542 | Valid Acc 51.1853
2026-07-16 02:37:05 | TestSub: S2 | Epoch 34/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6105 | Valid Loss 0.7175 | Train Acc 65.3302 | Valid Acc 49.8922
2026-07-16 02:37:10 | TestSub: S2 | Epoch 35/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6091 | Valid Loss 0.7201 | Train Acc 66.4033 | Valid Acc 50.2155
2026-07-16 02:37:15 | TestSub: S2 | Epoch 36/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6093 | Valid Loss 0.7297 | Train Acc 66.0849 | Valid Acc 50.4310
