2026-07-16 02:37:47 | Logging started: ./writer/Subject_independent_AAD/AVEDav/5.0s/result//Train5.0s_sub3.log
2026-07-16 02:38:01 | TestSub: S3 | Epoch  1/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.7047 | Valid Loss 0.6926 | Train Acc 50.0354 | Valid Acc 50.9698
2026-07-16 02:38:05 | TestSub: S3 | Epoch  2/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6968 | Valid Loss 0.6983 | Train Acc 52.1816 | Valid Acc 46.8750
2026-07-16 02:38:10 | TestSub: S3 | Epoch  3/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6897 | Valid Loss 0.6850 | Train Acc 53.5495 | Valid Acc 56.0345
2026-07-16 02:38:15 | TestSub: S3 | Epoch  4/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6847 | Valid Loss 0.6932 | Train Acc 54.8939 | Valid Acc 49.5690
2026-07-16 02:38:19 | TestSub: S3 | Epoch  5/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6814 | Valid Loss 0.7031 | Train Acc 56.2500 | Valid Acc 48.8147
2026-07-16 02:38:24 | TestSub: S3 | Epoch  6/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6764 | Valid Loss 0.6911 | Train Acc 57.3821 | Valid Acc 53.6638
2026-07-16 02:38:29 | TestSub: S3 | Epoch  7/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6732 | Valid Loss 0.6861 | Train Acc 57.4292 | Valid Acc 55.2802
2026-07-16 02:38:33 | TestSub: S3 | Epoch  8/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6670 | Valid Loss 0.6855 | Train Acc 58.6439 | Valid Acc 55.3879
2026-07-16 02:38:38 | TestSub: S3 | Epoch  9/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6632 | Valid Loss 0.6988 | Train Acc 59.6698 | Valid Acc 51.5086
2026-07-16 02:38:42 | TestSub: S3 | Epoch 10/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6563 | Valid Loss 0.6842 | Train Acc 60.2241 | Valid Acc 55.0647
2026-07-16 02:38:47 | TestSub: S3 | Epoch 11/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6546 | Valid Loss 0.6907 | Train Acc 61.0142 | Valid Acc 54.6336
2026-07-16 02:38:52 | TestSub: S3 | Epoch 12/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6516 | Valid Loss 0.6892 | Train Acc 61.2736 | Valid Acc 54.3103
2026-07-16 02:38:56 | TestSub: S3 | Epoch 13/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6461 | Valid Loss 0.7033 | Train Acc 62.4057 | Valid Acc 52.9095
2026-07-16 02:39:01 | TestSub: S3 | Epoch 14/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6414 | Valid Loss 0.6846 | Train Acc 63.6557 | Valid Acc 55.2802
2026-07-16 02:39:06 | TestSub: S3 | Epoch 15/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6366 | Valid Loss 0.6946 | Train Acc 63.2075 | Valid Acc 54.4181
2026-07-16 02:39:10 | TestSub: S3 | Epoch 16/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6357 | Valid Loss 0.6857 | Train Acc 64.1627 | Valid Acc 56.1422
2026-07-16 02:39:15 | TestSub: S3 | Epoch 17/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6336 | Valid Loss 0.6743 | Train Acc 64.3868 | Valid Acc 57.4353
2026-07-16 02:39:20 | TestSub: S3 | Epoch 18/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6278 | Valid Loss 0.6826 | Train Acc 64.2099 | Valid Acc 57.6509
2026-07-16 02:39:24 | TestSub: S3 | Epoch 19/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6247 | Valid Loss 0.6820 | Train Acc 64.9175 | Valid Acc 56.2500
2026-07-16 02:39:29 | TestSub: S3 | Epoch 20/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6317 | Valid Loss 0.6926 | Train Acc 63.9741 | Valid Acc 56.1422
2026-07-16 02:39:34 | TestSub: S3 | Epoch 21/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6271 | Valid Loss 0.6815 | Train Acc 64.9646 | Valid Acc 56.3578
