2026-07-15 09:18:41 | Logging started: ./writer/Subject_independent_AAD/KUL/2.0s/result//Train2.0s_sub16.log
2026-07-15 09:20:32 | TestSub: S16 | Epoch  1/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.5964 | Valid Loss 0.7290 | Train Acc 68.1606 | Valid Acc 57.0804
2026-07-15 09:21:03 | TestSub: S16 | Epoch  2/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.5431 | Valid Loss 0.7653 | Train Acc 72.4702 | Valid Acc 54.4799
2026-07-15 09:21:33 | TestSub: S16 | Epoch  3/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.5181 | Valid Loss 0.7804 | Train Acc 74.1138 | Valid Acc 56.2063
2026-07-15 09:22:04 | TestSub: S16 | Epoch  4/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.5021 | Valid Loss 0.7532 | Train Acc 75.2129 | Valid Acc 57.2771
2026-07-15 09:22:35 | TestSub: S16 | Epoch  5/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.4897 | Valid Loss 0.7686 | Train Acc 75.8211 | Valid Acc 55.8566
2026-07-15 09:23:06 | TestSub: S16 | Epoch  6/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.4787 | Valid Loss 0.7775 | Train Acc 76.4944 | Valid Acc 54.9825
2026-07-15 09:23:37 | TestSub: S16 | Epoch  7/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.4706 | Valid Loss 0.8004 | Train Acc 76.9506 | Valid Acc 54.2395
2026-07-15 09:24:08 | TestSub: S16 | Epoch  8/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.4681 | Valid Loss 0.9135 | Train Acc 77.1953 | Valid Acc 49.0166
2026-07-15 09:24:39 | TestSub: S16 | Epoch  9/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.4606 | Valid Loss 0.8774 | Train Acc 77.5342 | Valid Acc 48.8636
2026-07-15 09:25:10 | TestSub: S16 | Epoch 10/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.4555 | Valid Loss 0.9154 | Train Acc 78.0830 | Valid Acc 50.0656
2026-07-15 09:25:40 | TestSub: S16 | Epoch 11/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.4499 | Valid Loss 0.8825 | Train Acc 78.1279 | Valid Acc 51.1364
2026-07-15 09:26:11 | TestSub: S16 | Epoch 12/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.4460 | Valid Loss 0.8376 | Train Acc 78.4610 | Valid Acc 54.8951
2026-07-15 09:26:42 | TestSub: S16 | Epoch 13/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.4402 | Valid Loss 0.8375 | Train Acc 78.8635 | Valid Acc 53.8024
2026-07-15 09:27:13 | TestSub: S16 | Epoch 14/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.4346 | Valid Loss 0.8648 | Train Acc 79.2154 | Valid Acc 53.9336
2026-07-15 09:27:44 | TestSub: S16 | Epoch 15/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.4323 | Valid Loss 0.8557 | Train Acc 79.3501 | Valid Acc 56.0752
2026-07-15 09:28:15 | TestSub: S16 | Epoch 16/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.4311 | Valid Loss 0.9246 | Train Acc 79.5398 | Valid Acc 50.0219
2026-07-15 09:28:46 | TestSub: S16 | Epoch 17/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.4247 | Valid Loss 0.8643 | Train Acc 79.9163 | Valid Acc 55.2448
2026-07-15 09:29:17 | TestSub: S16 | Epoch 18/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.4223 | Valid Loss 0.9533 | Train Acc 80.1060 | Valid Acc 46.4161
2026-07-15 09:29:48 | TestSub: S16 | Epoch 19/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.4205 | Valid Loss 0.8931 | Train Acc 80.0481 | Valid Acc 53.0157
2026-07-15 09:30:19 | TestSub: S16 | Epoch 20/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.4176 | Valid Loss 0.9697 | Train Acc 80.2320 | Valid Acc 52.1853
2026-07-15 09:30:50 | TestSub: S16 | Epoch 21/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.4129 | Valid Loss 0.8612 | Train Acc 80.6708 | Valid Acc 55.7911
2026-07-15 09:31:21 | TestSub: S16 | Epoch 22/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.4145 | Valid Loss 0.8605 | Train Acc 80.4246 | Valid Acc 54.3051
2026-07-15 09:31:52 | TestSub: S16 | Epoch 23/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.4111 | Valid Loss 0.9422 | Train Acc 80.8243 | Valid Acc 51.2019
2026-07-15 09:32:23 | TestSub: S16 | Epoch 24/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.4068 | Valid Loss 0.8770 | Train Acc 80.7852 | Valid Acc 57.7579
2026-07-15 09:32:56 | TestSub: S16 | Epoch 25/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.4032 | Valid Loss 0.9678 | Train Acc 81.1399 | Valid Acc 52.2290
