2026-07-15 11:08:15 | Logging started: ./writer/Subject_independent_AAD/AVEDav/3.0s/result//Train3.0s_sub2.log
2026-07-15 11:08:29 | TestSub: S2 | Epoch  1/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6949 | Valid Loss 0.6965 | Train Acc 50.4653 | Valid Acc 46.8125
2026-07-15 11:08:34 | TestSub: S2 | Epoch  2/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6920 | Valid Loss 0.6940 | Train Acc 52.0417 | Valid Acc 48.3125
2026-07-15 11:08:39 | TestSub: S2 | Epoch  3/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6903 | Valid Loss 0.6997 | Train Acc 53.1944 | Valid Acc 45.8125
2026-07-15 11:08:44 | TestSub: S2 | Epoch  4/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6878 | Valid Loss 0.6973 | Train Acc 54.3958 | Valid Acc 47.5625
2026-07-15 11:08:49 | TestSub: S2 | Epoch  5/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6828 | Valid Loss 0.6946 | Train Acc 56.1806 | Valid Acc 49.5000
2026-07-15 11:08:54 | TestSub: S2 | Epoch  6/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6814 | Valid Loss 0.6962 | Train Acc 56.7986 | Valid Acc 50.6250
2026-07-15 11:08:59 | TestSub: S2 | Epoch  7/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6758 | Valid Loss 0.6974 | Train Acc 57.5278 | Valid Acc 50.3750
2026-07-15 11:09:08 | TestSub: S2 | Epoch  8/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6729 | Valid Loss 0.6939 | Train Acc 58.3542 | Valid Acc 52.0625
2026-07-15 11:09:13 | TestSub: S2 | Epoch  9/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6703 | Valid Loss 0.6998 | Train Acc 58.5556 | Valid Acc 49.8125
2026-07-15 11:09:18 | TestSub: S2 | Epoch 10/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6650 | Valid Loss 0.6865 | Train Acc 59.5625 | Valid Acc 54.3125
2026-07-15 11:09:23 | TestSub: S2 | Epoch 11/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6590 | Valid Loss 0.6989 | Train Acc 60.5069 | Valid Acc 51.2500
2026-07-15 11:09:28 | TestSub: S2 | Epoch 12/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6593 | Valid Loss 0.6981 | Train Acc 60.4097 | Valid Acc 52.7500
2026-07-15 11:09:33 | TestSub: S2 | Epoch 13/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6558 | Valid Loss 0.6968 | Train Acc 61.2153 | Valid Acc 54.4375
2026-07-15 11:09:38 | TestSub: S2 | Epoch 14/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6543 | Valid Loss 0.6935 | Train Acc 61.1597 | Valid Acc 54.1875
2026-07-15 11:09:43 | TestSub: S2 | Epoch 15/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6480 | Valid Loss 0.6973 | Train Acc 61.8125 | Valid Acc 53.9375
2026-07-15 11:09:48 | TestSub: S2 | Epoch 16/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6483 | Valid Loss 0.7009 | Train Acc 61.8889 | Valid Acc 51.6875
2026-07-15 11:09:53 | TestSub: S2 | Epoch 17/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6479 | Valid Loss 0.7094 | Train Acc 61.6458 | Valid Acc 51.6250
2026-07-15 11:09:58 | TestSub: S2 | Epoch 18/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6458 | Valid Loss 0.6960 | Train Acc 62.3194 | Valid Acc 54.5625
2026-07-15 11:10:03 | TestSub: S2 | Epoch 19/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6410 | Valid Loss 0.7029 | Train Acc 62.1667 | Valid Acc 53.3750
2026-07-15 11:10:08 | TestSub: S2 | Epoch 20/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6369 | Valid Loss 0.7037 | Train Acc 63.2292 | Valid Acc 54.0625
2026-07-15 11:10:13 | TestSub: S2 | Epoch 21/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6415 | Valid Loss 0.7028 | Train Acc 62.7361 | Valid Acc 53.9375
2026-07-15 11:10:18 | TestSub: S2 | Epoch 22/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6393 | Valid Loss 0.6942 | Train Acc 63.1528 | Valid Acc 53.3750
2026-07-15 11:10:23 | TestSub: S2 | Epoch 23/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.6386 | Valid Loss 0.7100 | Train Acc 63.5347 | Valid Acc 52.6250
