2026-07-15 05:08:21 | Logging started: ./writer/Subject_independent_AAD/KUL/1.0s/result//Train1.0s_sub3.log
2026-07-15 05:10:19 | TestSub: S3 | Epoch  1/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.5679 | Valid Loss 0.7040 | Train Acc 70.4653 | Valid Acc 57.4978
2026-07-15 05:10:57 | TestSub: S3 | Epoch  2/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.5091 | Valid Loss 0.7492 | Train Acc 74.8100 | Valid Acc 58.9084
2026-07-15 05:11:35 | TestSub: S3 | Epoch  3/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.4873 | Valid Loss 0.7675 | Train Acc 76.0882 | Valid Acc 59.1146
2026-07-15 05:12:14 | TestSub: S3 | Epoch  4/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.4761 | Valid Loss 0.7755 | Train Acc 76.7666 | Valid Acc 59.5920
2026-07-15 05:12:52 | TestSub: S3 | Epoch  5/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.4683 | Valid Loss 0.7725 | Train Acc 77.3316 | Valid Acc 60.6988
2026-07-15 05:13:30 | TestSub: S3 | Epoch  6/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.4595 | Valid Loss 0.7784 | Train Acc 77.6431 | Valid Acc 62.0443
2026-07-15 05:14:09 | TestSub: S3 | Epoch  7/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.4526 | Valid Loss 0.7519 | Train Acc 78.2847 | Valid Acc 60.2431
2026-07-15 05:14:47 | TestSub: S3 | Epoch  8/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.4492 | Valid Loss 0.7449 | Train Acc 78.4595 | Valid Acc 61.3281
2026-07-15 05:15:25 | TestSub: S3 | Epoch  9/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.4428 | Valid Loss 0.7879 | Train Acc 78.7637 | Valid Acc 62.3589
2026-07-15 05:16:03 | TestSub: S3 | Epoch 10/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.4386 | Valid Loss 0.7456 | Train Acc 79.1207 | Valid Acc 61.4800
2026-07-15 05:16:42 | TestSub: S3 | Epoch 11/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.4329 | Valid Loss 0.7290 | Train Acc 79.4545 | Valid Acc 62.3698
2026-07-15 05:17:20 | TestSub: S3 | Epoch 12/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.4314 | Valid Loss 0.7609 | Train Acc 79.4754 | Valid Acc 62.5434
2026-07-15 05:17:58 | TestSub: S3 | Epoch 13/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.4294 | Valid Loss 0.7679 | Train Acc 79.6329 | Valid Acc 62.2613
2026-07-15 05:18:37 | TestSub: S3 | Epoch 14/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.4238 | Valid Loss 0.7786 | Train Acc 80.0600 | Valid Acc 63.5742
2026-07-15 05:19:15 | TestSub: S3 | Epoch 15/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.4215 | Valid Loss 0.8001 | Train Acc 80.1705 | Valid Acc 62.5434
2026-07-15 05:19:53 | TestSub: S3 | Epoch 16/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.4182 | Valid Loss 0.6968 | Train Acc 80.3121 | Valid Acc 63.6610
2026-07-15 05:20:31 | TestSub: S3 | Epoch 17/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.4168 | Valid Loss 0.7162 | Train Acc 80.4473 | Valid Acc 64.1059
2026-07-15 05:21:10 | TestSub: S3 | Epoch 18/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.4129 | Valid Loss 0.7356 | Train Acc 80.7066 | Valid Acc 63.2921
2026-07-15 05:21:48 | TestSub: S3 | Epoch 19/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.4076 | Valid Loss 0.7018 | Train Acc 80.9689 | Valid Acc 63.3789
2026-07-15 05:22:27 | TestSub: S3 | Epoch 20/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.4035 | Valid Loss 0.6995 | Train Acc 81.0983 | Valid Acc 63.4983
2026-07-15 05:23:05 | TestSub: S3 | Epoch 21/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.3956 | Valid Loss 0.6994 | Train Acc 81.7132 | Valid Acc 63.6068
2026-07-15 05:23:43 | TestSub: S3 | Epoch 22/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.3886 | Valid Loss 0.7216 | Train Acc 82.0845 | Valid Acc 64.3989
2026-07-15 05:24:21 | TestSub: S3 | Epoch 23/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.3794 | Valid Loss 0.6822 | Train Acc 82.6113 | Valid Acc 64.8220
2026-07-15 05:25:00 | TestSub: S3 | Epoch 24/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.3688 | Valid Loss 0.6430 | Train Acc 83.1496 | Valid Acc 66.1458
2026-07-15 05:25:38 | TestSub: S3 | Epoch 25/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.3556 | Valid Loss 0.7008 | Train Acc 84.0079 | Valid Acc 63.4006
2026-07-15 05:26:17 | TestSub: S3 | Epoch 26/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.3469 | Valid Loss 0.6934 | Train Acc 84.5296 | Valid Acc 62.9232
2026-07-15 05:26:55 | TestSub: S3 | Epoch 27/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.3398 | Valid Loss 0.6806 | Train Acc 84.8367 | Valid Acc 64.1819
2026-07-15 05:27:33 | TestSub: S3 | Epoch 28/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.3343 | Valid Loss 0.6882 | Train Acc 85.2702 | Valid Acc 64.9957
2026-07-15 05:28:11 | TestSub: S3 | Epoch 29/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.3278 | Valid Loss 0.7284 | Train Acc 85.6264 | Valid Acc 65.9939
2026-07-15 05:28:50 | TestSub: S3 | Epoch 30/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.3240 | Valid Loss 0.7067 | Train Acc 85.7710 | Valid Acc 65.5707
2026-07-15 05:29:28 | TestSub: S3 | Epoch 31/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.3203 | Valid Loss 0.7474 | Train Acc 85.9603 | Valid Acc 66.6775
2026-07-15 05:30:06 | TestSub: S3 | Epoch 32/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.3157 | Valid Loss 0.8024 | Train Acc 86.3064 | Valid Acc 63.7153
2026-07-15 05:30:44 | TestSub: S3 | Epoch 33/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.3116 | Valid Loss 0.7017 | Train Acc 86.4191 | Valid Acc 66.9271
2026-07-15 05:31:23 | TestSub: S3 | Epoch 34/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.3100 | Valid Loss 0.8038 | Train Acc 86.6040 | Valid Acc 64.1276
2026-07-15 05:32:01 | TestSub: S3 | Epoch 35/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.3071 | Valid Loss 0.7485 | Train Acc 86.7312 | Valid Acc 68.0664
2026-07-15 05:32:39 | TestSub: S3 | Epoch 36/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.3049 | Valid Loss 0.6936 | Train Acc 86.7854 | Valid Acc 66.9054
2026-07-15 05:33:18 | TestSub: S3 | Epoch 37/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.3020 | Valid Loss 0.7070 | Train Acc 86.9668 | Valid Acc 67.6649
2026-07-15 05:33:56 | TestSub: S3 | Epoch 38/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.2997 | Valid Loss 0.7009 | Train Acc 87.0975 | Valid Acc 68.9562
2026-07-15 05:34:34 | TestSub: S3 | Epoch 39/100 Finsh | Now_lr 0.0005/0.0005 | Train Loss 0.2994 | Valid Loss 0.7588 | Train Acc 87.0600 | Valid Acc 67.4262
